"params","Low","Med","Up","lab"
"theta_rand_id.13.1",-0.44722613713936,0.477070167914775,1.37385139849791,"0.5 [95% CrI: -0.4 to 1.4]"
"theta_rand_id.14.1",-1.47515730367244,-0.50691731949319,0.523570637937936,"-0.5 [95% CrI: -1.5 to 0.5]"
"theta_rand_id.15.1",-0.527553897087513,0.403598659901848,1.33146684730147,"0.4 [95% CrI: -0.5 to 1.3]"
"theta_rand_id.16.1",-0.182848578589121,0.812428914224225,1.79228677801657,"0.8 [95% CrI: -0.2 to 1.8]"
"theta_rand_id.17.1",-0.0315696839497649,0.906689739295157,1.81633994831094,"0.9 [95% CrI: 0 to 1.8]"
"theta_rand_id.18.1",-1.68665470060117,-0.411984523667738,0.824615004370649,"-0.4 [95% CrI: -1.7 to 0.8]"
"theta_rand_id.19.1",-1.29302139176304,-0.329028046960607,0.663202655041912,"-0.3 [95% CrI: -1.3 to 0.7]"
"theta_rand_id.20.1",0.0885459060163549,1.01552170299914,1.98386730547011,"1 [95% CrI: 0.1 to 2]"
"theta_rand_id.21.1",-1.28844434012011,-0.177215217511621,0.89858112338637,"-0.2 [95% CrI: -1.3 to 0.9]"
"theta_rand_id.22.1",-1.20077350723246,-0.119283643298468,0.878194787612808,"-0.1 [95% CrI: -1.2 to 0.9]"
"theta_rand_id.23.1",-0.641120632797949,0.325762229145947,1.24739524162782,"0.3 [95% CrI: -0.6 to 1.2]"
"theta_rand_id.24.1",-0.133340855802494,0.998851393896545,2.13683607537502,"1 [95% CrI: -0.1 to 2.1]"
"theta_rand_id.25.1",-0.214740634668953,0.859374180314477,1.90237111808239,"0.9 [95% CrI: -0.2 to 1.9]"
"theta_rand_id.26.1",0.432721920205048,1.34701665636815,2.34164812789113,"1.3 [95% CrI: 0.4 to 2.3]"
"theta_rand_id.27.1",1.45362168123349,2.37074409959208,3.41912304926407,"2.4 [95% CrI: 1.5 to 3.4]"
"theta_rand_id.28.1",-1.99008033816728,-1.18966288844655,-0.293336325747366,"-1.2 [95% CrI: -2 to -0.3]"
"theta_rand_id.29.1",-2.54656741042138,-1.47656888988647,-0.343997088197771,"-1.5 [95% CrI: -2.5 to -0.3]"
"theta_rand_id.30.1",-1.47374175001225,-0.617744754673528,0.438569847793938,"-0.6 [95% CrI: -1.5 to 0.4]"
"theta_rand_id.31.1",-2.97285436544633,-2.09258259228901,-1.11582126011231,"-2.1 [95% CrI: -3 to -1.1]"
"theta_rand_id.32.1",-2.87358980500417,-1.80454469498128,-0.802584185195654,"-1.8 [95% CrI: -2.9 to -0.8]"
"theta_rand_id.33.1",-2.44896824299336,-1.51254229157747,-0.598836033168334,"-1.5 [95% CrI: -2.4 to -0.6]"
"theta_rand_id.34.1",-1.81922329415123,-0.68197504169185,0.486209760227763,"-0.7 [95% CrI: -1.8 to 0.5]"
"theta_rand_id.35.1",-2.88604872256514,-2.04263964324629,-1.17154437835672,"-2 [95% CrI: -2.9 to -1.2]"
"theta_rand_id.36.1",0.208043913581416,1.19472011672634,2.21827647284933,"1.2 [95% CrI: 0.2 to 2.2]"
"theta_rand_id.37.1",-0.237234938026556,0.781457340166516,1.77874449356307,"0.8 [95% CrI: -0.2 to 1.8]"
"theta_rand_id.38.1",-2.277087144106,-1.16375544483596,-0.0914017542669855,"-1.2 [95% CrI: -2.3 to -0.1]"
"theta_rand_id.39.1",-0.407960294352538,0.657722108162767,1.60280541446608,"0.7 [95% CrI: -0.4 to 1.6]"
"theta_rand_id.40.1",-2.91974131182026,-1.86095916844233,-0.765506969427873,"-1.9 [95% CrI: -2.9 to -0.8]"
"theta_rand_id.41.1",-0.55336557104156,0.396253479080532,1.37711881099194,"0.4 [95% CrI: -0.6 to 1.4]"
"theta_rand_id.42.1",-2.41687272339882,-1.49108551186858,-0.412963319472753,"-1.5 [95% CrI: -2.4 to -0.4]"
"theta_rand_id.43.1",-1.03809536372918,-0.00256196929521097,1.0368728796285,"0 [95% CrI: -1 to 1]"
"theta_rand_id.44.1",0.381593135114811,1.32520533611073,2.27069863812624,"1.3 [95% CrI: 0.4 to 2.3]"
"theta_rand_id.45.1",-0.801746441015178,0.257676793880752,1.30646595094735,"0.3 [95% CrI: -0.8 to 1.3]"
"theta_rand_id.46.1",0.34772147440059,1.24003097956698,2.2891643042549,"1.2 [95% CrI: 0.3 to 2.3]"
"theta_rand_id.47.1",-2.10645051566674,-1.04587227614038,0.0599632058818376,"-1 [95% CrI: -2.1 to 0.1]"
"theta_rand_id.48.1",-1.75086299906599,-0.655131750482578,0.404158757903608,"-0.7 [95% CrI: -1.8 to 0.4]"
"theta_rand_id.1.2",-1.40986614158989,-0.756042134293047,-0.278000389720467,"-0.8 [95% CrI: -1.4 to -0.3]"
"theta_rand_id.2.2",-0.972490015230949,-0.476536979168503,-0.0426571168667747,"-0.5 [95% CrI: -1 to 0]"
"theta_rand_id.3.2",-0.741969975009523,-0.236619301668847,0.143892124735455,"-0.2 [95% CrI: -0.7 to 0.1]"
"theta_rand_id.4.2",-0.298323401806279,0.0980285762453242,0.476421030825078,"0.1 [95% CrI: -0.3 to 0.5]"
"theta_rand_id.5.2",-1.39085493854921,-0.521954256137536,0.138209474562182,"-0.5 [95% CrI: -1.4 to 0.1]"
"theta_rand_id.6.2",-0.70207265432052,-0.186352013275192,0.199950304329575,"-0.2 [95% CrI: -0.7 to 0.2]"
"theta_rand_id.7.2",0.0151140412977751,0.34832332118165,0.643916571932298,"0.3 [95% CrI: 0 to 0.6]"
"theta_rand_id.8.2",0.18522332458609,0.675702124339494,1.13961572697422,"0.7 [95% CrI: 0.2 to 1.1]"
"theta_rand_id.9.2",-0.236549971225001,0.263117978223688,0.734730259755141,"0.3 [95% CrI: -0.2 to 0.7]"
"theta_rand_id.10.2",-1.0381612841456,-0.479082338049697,-0.0518938010702889,"-0.5 [95% CrI: -1 to -0.1]"
"theta_rand_id.11.2",-0.324068384814373,0.154457046183517,0.587014660227918,"0.2 [95% CrI: -0.3 to 0.6]"
"theta_rand_id.12.2",-1.07643069981058,-0.542739765916748,-0.116851239301866,"-0.5 [95% CrI: -1.1 to -0.1]"
"theta_rand_id.13.2",-0.329396356964554,0.135747482340956,0.531649717308872,"0.1 [95% CrI: -0.3 to 0.5]"
"theta_rand_id.14.2",-0.697339966866522,-0.145303828435946,0.282728310790624,"-0.1 [95% CrI: -0.7 to 0.3]"
"theta_rand_id.15.2",-0.408002295984605,0.00231873270256007,0.384897297693732,"0 [95% CrI: -0.4 to 0.4]"
"theta_rand_id.16.2",-0.790348881681799,-0.29923119354092,0.119548457145673,"-0.3 [95% CrI: -0.8 to 0.1]"
"theta_rand_id.17.2",-0.290683992106443,0.111169097233114,0.523767479445013,"0.1 [95% CrI: -0.3 to 0.5]"
"theta_rand_id.18.2",-0.182896677559708,0.318822475807408,0.804537980778079,"0.3 [95% CrI: -0.2 to 0.8]"
"theta_rand_id.19.2",0.12091169996859,0.580665680956011,1.00839325917584,"0.6 [95% CrI: 0.1 to 1]"
"theta_rand_id.20.2",-0.652402737534462,-0.216239022902335,0.160661063848799,"-0.2 [95% CrI: -0.7 to 0.2]"
"theta_rand_id.21.2",0.691187199201983,1.27272025505983,1.83289087162989,"1.3 [95% CrI: 0.7 to 1.8]"
"theta_rand_id.22.2",0.210143016240194,0.67199531044939,1.11924587112704,"0.7 [95% CrI: 0.2 to 1.1]"
"theta_rand_id.23.2",-0.595267096614939,-0.154212747349331,0.22841301995029,"-0.2 [95% CrI: -0.6 to 0.2]"
"theta_rand_id.24.2",0.307051840186284,0.726343198303433,1.11124771481011,"0.7 [95% CrI: 0.3 to 1.1]"
"theta_rand_id.25.2",-1.44203420687914,-0.734851326704943,-0.267540860034547,"-0.7 [95% CrI: -1.4 to -0.3]"
"theta_rand_id.26.2",-0.0424518898718232,0.36494145549498,0.724019765926425,"0.4 [95% CrI: 0 to 0.7]"
"theta_rand_id.27.2",-0.242045087201028,0.119146948101571,0.451474315459683,"0.1 [95% CrI: -0.2 to 0.5]"
"theta_rand_id.28.2",-1.55419430580399,-0.819342705220523,-0.306282320667632,"-0.8 [95% CrI: -1.6 to -0.3]"
"theta_rand_id.29.2",0.0349346826726633,0.640063155792381,1.24356350214757,"0.6 [95% CrI: 0 to 1.2]"
"theta_rand_id.30.2",-0.456297039472509,-0.0368133563432248,0.359069255126774,"0 [95% CrI: -0.5 to 0.4]"
"theta_rand_id.31.2",-1.70011845622652,-0.808933302746504,-0.154735784681948,"-0.8 [95% CrI: -1.7 to -0.2]"
"theta_rand_id.32.2",-0.459412153625836,0.206547292902027,0.7832405850289,"0.2 [95% CrI: -0.5 to 0.8]"
"theta_rand_id.33.2",-1.98975625120534,-1.15646917365711,-0.562491713339565,"-1.2 [95% CrI: -2 to -0.6]"
"theta_rand_id.34.2",0.661935093875222,1.43780244786671,2.20994071035667,"1.4 [95% CrI: 0.7 to 2.2]"
"theta_rand_id.35.2",-1.52450588771547,-0.674833870050279,-0.127548631691391,"-0.7 [95% CrI: -1.5 to -0.1]"
"theta_rand_id.36.2",-0.0514247691222966,0.325294128430349,0.66853795491604,"0.3 [95% CrI: -0.1 to 0.7]"
"theta_rand_id.37.2",-0.347735496788773,0.0815985446634451,0.451690347745413,"0.1 [95% CrI: -0.3 to 0.5]"
"theta_rand_id.38.2",-0.354820495039168,0.168656187550452,0.65885227795688,"0.2 [95% CrI: -0.4 to 0.7]"
"theta_rand_id.39.2",-0.251845652893803,0.15307287097391,0.517893379780767,"0.2 [95% CrI: -0.3 to 0.5]"
"theta_rand_id.40.2",-0.318514154388924,0.407399129572518,1.22706875688827,"0.4 [95% CrI: -0.3 to 1.2]"
"theta_rand_id.41.2",-1.86741071939912,-1.06858468021057,-0.503012024355444,"-1.1 [95% CrI: -1.9 to -0.5]"
"theta_rand_id.42.2",-0.493154312348961,0.0715434858117691,0.563960445627475,"0.1 [95% CrI: -0.5 to 0.6]"
"theta_rand_id.43.2",-0.787066654988153,-0.249857751089918,0.16519969852189,"-0.2 [95% CrI: -0.8 to 0.2]"
"theta_rand_id.44.2",-1.02379096890201,-0.442453015125919,-0.0303433711568034,"-0.4 [95% CrI: -1 to 0]"
"theta_rand_id.45.2",-0.284183737897755,0.144613464175957,0.530055143093073,"0.1 [95% CrI: -0.3 to 0.5]"
"theta_rand_id.46.2",-0.252270853001059,0.128808637701093,0.444312745907252,"0.1 [95% CrI: -0.3 to 0.4]"
"theta_rand_id.47.2",-0.134566041523144,0.504113800712783,1.06011669918847,"0.5 [95% CrI: -0.1 to 1.1]"
"theta_rand_id.48.2",-0.259798537370939,0.238666378637486,0.707746554197017,"0.2 [95% CrI: -0.3 to 0.7]"
